ImageName,Bicycle,Bridge,Bus,Car,Chimney,Crosswalk,Hydrant,Motorcycle,Other,Palm,Stair,Traffic Light
03015.png,-0.43693247,-0.32908463,-0.3906894,0.2639202,-0.07841693,-0.4606566,0.42378512,-0.45856363,0.15602171,0.1153095,0.04245411,-0.60442764
03016.png,0.47746053,0.6970097,0.004333107,-0.059297904,-0.10738562,0.16596042,-0.031057142,1.1411198,-0.75548583,-0.5651085,0.48698017,0.26072925
03017.png,-0.8692453,-1.3364981,0.09237774,-0.58216405,0.6936262,-0.43173108,0.5209219,-0.8220361,0.40627334,0.59745675,-0.31174394,-0.52235794
03018.png,-0.969891,-0.8427278,0.15693168,-0.05391833,0.5553083,-0.37234417,-0.045826577,-0.62572277,0.15339753,0.7901738,0.34290597,-0.07813281
03019.png,-0.9848002,-1.5338479,0.6480155,-1.3035151,0.6867129,-0.82374835,0.2023763,-1.8064197,0.43758145,0.63343537,-0.29347226,-0.09523322
03020.png,0.38675252,-0.06274677,0.09214835,-0.07114179,0.5763514,-0.29877484,-0.01159171,-0.200694,0.25346896,0.03231325,-0.5791627,0.21758157
03021.png,1.073833,0.66522646,-0.5773307,1.0727483,-1.0637082,0.3884,-0.2893839,1.9342151,-0.2228515,-0.7580194,0.47158977,0.22449197
03022.png,-0.31931672,-1.0717812,0.46221182,-0.12690075,0.7616901,-0.11479861,0.578703,-0.4671443,0.47274193,0.07666912,-0.47798988,-0.7266364
03023.png,-0.84463537,-0.51443267,-0.09411742,-0.116488636,0.11454816,-0.4214786,0.410199,-0.65453655,0.18112303,0.21604612,0.018457731,-0.2948276
03024.png,-0.5743387,-0.639012,-0.18156712,-0.11184372,0.5011447,-0.27772278,0.47602558,-0.35249332,0.053655714,0.32437715,0.06891589,-0.25494483
03025.png,0.550918,1.0865847,-0.31835434,0.25669593,-0.8295479,1.0712126,-0.61281496,0.8437105,-0.3570992,-0.38746262,0.5377498,0.13608223
03026.png,0.5326308,-0.012092033,0.37455675,-0.018626355,0.26406085,-0.05935756,-0.34991956,0.23701416,0.050375,0.5199587,-0.19604376,0.54009384
03027.png,0.8242845,0.60416996,0.3668159,0.6797699,0.06664436,-0.4148093,-0.1663943,0.627257,0.29185742,-0.5972685,-0.1763305,0.07942577
03028.png,0.59137857,0.15148853,0.21035336,-0.39785507,0.20635168,0.13089919,-0.29537222,0.23038068,-0.11023474,-0.04480932,-0.38468423,0.04101059
03029.png,-1.1279773,-1.1177614,0.55767393,-0.79015815,0.6967451,-0.16565026,0.5882903,-1.0666685,0.11944096,0.43632635,-0.16746964,-0.4391131
03030.png,-0.48788592,-0.3105415,-0.25344762,-1.0351298,-0.89529866,0.26845917,-0.43577856,-0.23945174,-0.63678163,0.64402634,0.2757673,-0.64022183
03031.png,-0.3899327,-0.29918087,0.014505906,0.27651867,0.15747704,-0.38082203,0.80131453,-0.51406616,0.21225208,-0.16878685,-0.3322541,-0.40723753
03032.png,0.008789492,-0.6259023,0.18469314,-0.88059986,0.2802078,-0.072059475,-0.14724559,-0.6361633,0.120670274,0.65852666,-0.5252138,-0.11012013
03033.png,-0.54858655,-0.24424078,-0.053371444,0.06299663,0.42754796,-0.32194176,0.43912446,-0.45083004,0.09966567,0.17250428,0.47620666,-0.0816659
03034.png,-0.8458381,-0.47165874,-0.3642668,-0.4868122,0.74539006,-0.45817235,0.68951285,-1.1570625,0.57151616,0.5349744,-0.9156146,-0.24213763
03035.png,0.79436976,0.42580938,0.15788369,0.09980625,0.014276999,0.21299441,-0.2675513,0.4729843,0.1398236,-0.15640962,-0.047393642,0.47887173
03036.png,-0.55840355,-0.18112333,-0.22979252,0.28946635,-0.052611243,-0.45805132,0.28422785,-0.2621233,0.066107035,0.009513909,-0.03350894,-0.17085639
03037.png,0.022181857,0.5053699,-0.32873967,0.41780028,-0.7145571,0.40239605,0.18141943,0.27533707,-0.10184002,0.010019267,-0.11881354,-0.72656757
03038.png,0.9923234,0.9320917,0.4939209,1.0156626,-0.10060333,-0.06871409,-0.21208191,0.8642656,-0.14110237,-0.7113498,-0.39461392,0.373364
03039.png,0.5540292,0.21729036,0.2514785,-0.039012104,0.36613598,0.18000345,-0.44879377,0.8427539,-0.2851285,-0.3840196,-0.034649484,0.7145497
03040.png,-0.6889888,-0.36602336,-0.25002187,-0.4065161,0.04237454,-0.1764763,0.578718,-0.9305711,0.1701014,0.3272038,-0.03853734,-0.54646724
03041.png,-0.5259747,-0.41648954,0.015351547,0.022399053,0.5721337,-1.2950288,0.15252134,-0.34105128,-0.29636836,-0.3790889,-0.2580919,-0.020967798
03042.png,-0.6003439,-1.1309626,0.19418533,-0.7861086,0.56733364,-1.2950153,0.63664716,-1.66542,0.5807916,-0.43960267,-0.73354405,0.6952282
03043.png,0.47510928,-0.079509236,0.3305287,-0.23193578,0.1591104,-0.07685567,0.26328504,-0.10815347,0.12866029,0.10913441,-0.41261637,-0.012981819
03044.png,-0.88211435,-0.38928604,-0.44492114,0.09911233,-0.2980804,-0.21044369,0.511007,-0.979334,0.38946787,0.69607687,-0.03524024,-0.3676177
03045.png,-0.7585189,-0.82695764,0.48350608,-0.43855038,1.6156578,-0.48850295,1.0970877,0.12966219,0.8653875,0.21336946,0.19348487,-0.5737571
03046.png,0.80701154,0.44606638,0.16933574,0.0049847662,-0.02418993,0.15287928,-0.25947484,0.52740467,0.09834322,-0.43986723,-0.24128115,0.46757624
03047.png,-0.77694625,-0.964834,0.5664512,-0.6325718,1.0775506,-0.570794,0.6323578,-0.7450293,0.67226,0.31744114,-1.0451862,-0.41024926
03048.png,0.70600486,0.026815822,0.4231358,0.11335546,0.36655936,-0.13890989,-0.40481484,0.46212986,-0.12966351,-0.08980361,-0.16706331,0.81166047
03049.png,0.46586367,0.30216902,-0.020009773,-0.3983433,-0.07328364,0.45430645,-0.26783773,0.11660131,-0.02041292,-0.055951558,0.02301771,0.14620139
03050.png,0.8573767,0.58833486,0.047726497,0.08293593,-0.68639994,0.6655219,-0.38108286,0.8164614,-0.2123841,-0.1436817,0.28604862,0.64320225
03051.png,-0.42581657,-0.61042434,0.10523136,0.12580028,0.8456775,-0.8205451,0.7479435,-0.7697021,0.26337883,-0.23401865,-0.047944166,-0.16664785
03052.png,0.9445632,0.25778523,0.09701049,0.66302264,-0.3061481,0.33665946,0.22717008,0.6216191,0.31524613,-0.1028491,-0.09135986,0.37911436
03053.png,-0.422574,-0.10153794,-0.0034861136,0.33105838,0.45511308,-1.535308,-0.5144414,0.53390026,0.32075736,-1.4755871,0.055027135,0.4599176
03054.png,-0.6615081,-0.8889002,0.29271054,-0.6948519,0.6422657,0.5501102,0.09450544,-0.7025827,-0.29079178,0.30254737,0.78348607,-0.096134946
03055.png,-1.084285,-0.96995014,-0.40223774,-0.28387085,0.4955726,0.049725287,0.35734227,-0.11498115,-0.21858098,0.19426823,0.40577158,-0.18085383
03056.png,0.067787014,0.6779945,-0.44097653,0.31477696,-1.3961813,1.1889652,-0.38406622,0.79856604,-0.53068775,0.6764897,0.9478586,0.5413873
03057.png,-0.58986473,-0.70894635,0.2616683,-0.38447663,0.46875456,-0.2165045,0.6919953,-0.9411223,0.0037951637,0.24776535,0.062296435,-0.10626989
03058.png,-0.33909935,-0.07087145,-0.2507371,-0.14721635,0.068231896,-0.76076806,0.6164546,-0.62761813,0.10797143,-0.046440385,-0.5462977,-0.06329432
03059.png,-0.6304052,-0.31041497,-0.14513496,-0.32292166,0.26351243,-0.49249735,0.13346148,-0.47918594,-0.0074108224,0.3950929,-0.11522388,-0.63207185
03060.png,0.48392478,0.37078133,-0.40978655,0.5798738,-1.165184,0.9492222,-0.23909473,0.99047494,-0.3852097,-0.4499386,0.54029566,-0.050082505
03061.png,0.8310787,0.5577787,0.041973546,0.17063309,-0.08525179,0.24772318,-0.28717,0.60374606,-0.10667235,-0.294783,-0.09429808,0.5981315
03062.png,-0.7593068,-0.86668277,-0.009588229,-0.6012436,0.87603706,-0.5450568,0.7667715,-1.1707022,0.5406055,0.32365173,-0.0110569615,-0.27182573
03063.png,0.40313983,0.62463737,-0.5893534,-0.12227371,-0.34491137,0.33504876,-0.9088374,0.96031284,-0.34097898,0.0598507,0.50210154,0.66373014
03064.png,0.8356152,-0.20389818,0.10330266,0.26352575,0.8185497,0.4252168,-0.22501639,0.07293121,0.47626385,-0.7622524,0.06678728,0.3148149
03065.png,0.99734926,0.75609654,-0.3586179,0.4963785,-0.9335276,0.062018834,-0.45794043,0.70873076,-0.03409812,-0.4059531,-0.25153455,0.21208674
03066.png,0.23915479,0.4184988,0.29441842,0.56347024,0.63168865,-0.82029057,0.46952295,0.25751126,-0.1751405,-1.4423815,-0.22189024,1.0577949
03067.png,0.26629046,-0.51991254,0.27463582,-0.52866316,0.9166499,-0.40349755,-0.1845944,-0.040047027,0.11879636,0.6396912,-0.46477827,0.32167402
03068.png,0.8538616,-0.34767187,-0.61166555,-0.39439213,-0.6822607,1.0893073,-0.5931999,-0.25122547,0.17140758,0.6336982,-0.05854734,-0.034294948
03069.png,-0.6427702,-0.30801636,0.005264325,-0.30352145,-0.23980622,-0.100068666,0.34236392,-0.55130297,0.044130236,0.5088193,0.27422482,-0.64165115
03070.png,-0.4426716,-0.7568122,-0.12599199,-0.16099112,-0.05768357,-0.21207382,0.76734155,-0.8619738,0.32733497,0.5817555,0.3724579,-0.5353834
03071.png,0.80984586,0.9957881,-0.0417694,1.0216163,-0.13512085,-0.19873883,-0.11191013,1.2134349,0.04579079,-1.3159137,0.07372951,0.40122324
03072.png,-0.81286746,-0.6691628,-0.09721826,0.03789097,0.3754497,-0.39771858,0.27921298,-0.38202038,-0.09561336,0.1580948,0.12023459,-0.19999243
03073.png,0.7595789,0.40476578,0.04207149,0.33393833,0.64551777,-0.43852523,-0.40969914,0.95531064,-0.056991786,-0.49697357,-0.2981118,0.5491927
03074.png,0.5834741,0.36323243,0.5335924,0.10253532,0.44670123,0.46960935,-0.31911573,0.7385635,-0.086399294,-0.30312997,-0.096157864,0.43216935
03075.png,0.44788334,0.10475864,0.11168049,1.0966202,0.48818284,-0.9983219,0.42809275,0.09128185,0.8183655,-0.59194595,-0.783791,-0.25988638
03076.png,-1.0128958,-0.49363172,-0.15016241,-0.6042888,-0.42429176,0.4289734,-0.61531484,0.05352553,-0.22089502,0.96687394,-0.14692271,-0.56522304
03077.png,-0.40112817,-1.1172955,0.26281255,-0.19384411,0.6596634,-1.0272266,0.75041044,-1.1455687,0.334943,0.19553432,-0.22870356,-0.4030768
03078.png,-0.3362126,0.4503672,-0.6505852,1.011072,-0.96630645,0.12831177,0.4818331,0.5918065,0.14777473,-0.5758676,0.060897745,-0.05113907
03079.png,0.82382596,0.38359448,0.40644768,0.4654644,0.085963205,0.033256643,0.19086102,0.6966368,0.12850666,-0.7147533,-0.04291328,0.430615
03080.png,0.5933757,0.00805307,0.7766888,-0.12493695,1.4645194,-0.574193,0.065251894,0.22457452,0.3543844,-0.665934,-0.71139014,-0.09587814
03081.png,-0.71287906,-0.8814888,0.05461453,-0.14768782,0.8690552,-0.8183352,0.6494136,-0.88273215,0.5011509,0.061377175,-0.3305615,-0.21943638
03082.png,-0.51145995,-0.34155354,-0.056780264,0.094757736,0.30731675,-0.6605691,0.06713504,-0.49834105,-0.0006324332,-0.09450538,-0.00039086677,-0.26199624
03083.png,0.12162056,0.066870384,0.4618077,0.5914854,-0.1823946,-0.4551936,0.009017251,-0.075613596,-0.27548513,-0.9103456,-0.46462592,0.73320603
03084.png,-0.996034,-0.31410432,-0.40154788,-0.08528721,-0.36486357,0.57397974,-0.43203455,0.29722637,-0.14865996,0.9656605,0.6432275,-0.59127903
03085.png,-0.34847194,-0.16644159,-0.49712697,-0.326123,-0.6542664,-0.22142716,-0.17075452,-0.38091648,0.029866116,0.37538153,-0.36669073,-0.9484872
03086.png,0.8649821,-0.107032575,0.41334212,0.15970664,0.7913104,-0.4015706,0.017001964,0.42514157,0.031627394,-0.4963383,-0.4587771,0.36534688
03087.png,-1.2501736,-0.9689953,-0.14009021,-0.82598805,0.021097142,-0.5585402,0.4952712,-1.1777112,0.3886619,1.083736,-0.15868941,-0.64818054
03088.png,0.6930033,0.3972617,0.34983438,0.11294955,0.08621217,-0.49735335,0.22044194,0.14959387,0.35407674,-0.05769684,-0.6346891,-0.20646554
03089.png,-0.49443862,-0.6945393,0.043535545,0.4484854,-0.43163583,-0.6679932,0.73388094,-0.8059996,0.3717853,0.39148128,-0.27656615,-1.1057274
03090.png,0.30666375,0.08988116,-0.075901076,0.36295864,-0.4429642,1.3184803,-0.8260533,0.41275004,-0.49913457,-0.38247254,0.53825355,0.55614465
03091.png,-0.91052264,-0.48144013,-0.2041552,-0.895635,-0.11785342,-0.23555885,-0.12589586,-1.088052,0.03770519,1.3332506,-0.53293544,-0.88138264
03092.png,-0.5181272,0.18708879,-0.3778082,-0.30603787,0.021947283,-0.43891662,0.1411094,-0.025633253,0.107621476,0.24786967,-0.32611692,-0.47698084
03093.png,-0.17415689,-0.86769336,0.05873336,-0.0844528,1.070359,-0.043100365,0.48680112,-0.16041863,0.09238966,-0.3032828,0.75739396,-0.62863445
03094.png,-0.5665442,-0.7189283,-0.67740226,-0.72076595,-0.009263647,0.01895154,0.4264541,-0.50721216,-0.021494685,0.1472266,0.07204435,-0.5898368
03095.png,0.4804411,0.5640516,0.11430986,0.59616303,0.32113373,-0.29639232,0.19637781,0.5183442,0.0082624275,-0.94958174,-0.2521799,0.63690394
03096.png,-0.56932974,-0.14718516,-0.24370314,0.31430724,-0.036354017,-0.4672667,0.39898774,-0.45419154,0.07797769,-0.21324313,0.1040643,-0.5232535
03097.png,-0.7512022,-0.41871378,0.09926367,-0.10695033,-0.69692403,0.20632602,0.38717622,-1.093241,0.5610896,0.96029776,-0.598382,-0.0823251
03098.png,-0.46509907,0.22139125,-0.21184932,0.637661,-0.59203774,-0.22741364,0.84240407,0.08207021,0.31473112,-0.3185517,0.0045145806,-0.42702907
03099.png,0.8725181,0.17202212,-0.02728896,0.7121059,0.1329269,-0.10639296,-0.01880508,0.27949604,0.47607836,-0.35246757,-0.2596569,-0.16149342
03100.png,0.915573,0.7982657,-0.09126429,0.45705625,-0.00891636,0.14661439,-0.50241584,0.8949304,-0.04482165,-1.0709815,-0.06563881,0.77003884
03101.png,0.84212893,0.18222128,0.24116668,0.08736226,0.36840835,0.11417257,-0.30544022,0.39653972,-0.015527694,-0.5102966,-0.27952883,0.43549785
03102.png,0.57257587,0.0067229476,0.50244385,0.07707676,0.60054064,0.00804483,-0.3820435,0.3970935,-0.034800373,-0.21152845,-0.3914102,0.30437538
03103.png,0.65005386,0.62891835,0.30497423,-0.9990145,0.025175888,-0.72952515,1.1524875,-0.6093855,0.5151152,-0.036473133,0.016337527,0.18769611
03104.png,-0.32402763,-0.34519953,-0.04144104,-0.7296411,-0.20405476,-0.9211019,0.57480097,-1.4488798,0.98855156,1.4111857,-1.1830809,-0.20586422
03105.png,-0.7026659,-0.39736766,0.081299886,0.12101698,0.5764051,-0.29749164,0.66324687,0.069080286,0.27969792,-0.44010946,0.3182828,-0.33990046
03106.png,0.69329816,-0.07304896,0.29128432,-0.32512274,0.20467128,0.21180178,-0.42044705,0.22467937,-0.18873268,-0.044062205,-0.02673074,0.45396748
03107.png,0.8191745,0.18856041,0.36654267,0.12854716,0.43397012,-0.15195121,-0.32918692,0.6010395,0.032283068,-0.49400818,-0.32904714,0.49082077
03108.png,-0.59789073,-0.4051928,-0.25945967,0.17585438,0.058696184,-0.39391348,0.61974806,-0.624827,0.30036733,0.2660536,0.15202567,-0.50843596
03109.png,1.604773,0.5677898,0.37989375,0.39395317,0.14120096,-0.0044911294,-0.30424967,1.2385074,-0.17721042,-0.48061365,0.09062641,0.45484513
03110.png,-0.44002894,-0.24431978,0.054978266,-0.85856974,0.19694626,0.2483065,0.11099563,-0.3576437,0.8424256,0.8368053,-0.37370744,-0.56256497
03111.png,0.019349318,-0.24704994,0.23430489,-0.46559206,0.49411568,-0.35735902,-0.06925019,0.054159902,0.56455207,-0.014355576,-0.28981397,0.06297639
03112.png,-0.7015801,-0.6366484,-0.097804144,-0.045216918,-0.081722245,-0.5545502,0.42084888,-0.8621799,0.2999637,0.23344088,0.03722913,-0.5929052
03113.png,0.27198985,0.3244402,-0.018275129,-1.0372577,0.064391896,0.22831091,-0.9630632,0.04767739,0.22739984,0.44544342,-1.134587,-0.7319607
03114.png,0.8976108,0.3757658,0.28772232,0.25069186,-0.265793,0.52180636,-0.52421707,0.72813046,-0.068685964,-0.5666285,-0.0850245,0.6980366
03115.png,0.9219322,0.7135519,0.25786942,0.6920848,0.32141078,0.27816257,-0.22240368,1.0812852,-0.00014895014,-0.6624555,-0.050858624,0.20254044
03116.png,-0.69693434,-0.8298573,-0.10966678,-0.2988433,0.60906684,-0.36863938,0.23819053,-0.7364282,0.4387966,0.3507411,-0.17874922,-0.45574316
03117.png,-1.0259597,-0.7270398,-0.10141429,-0.5325813,0.17372939,-0.116031446,0.15585479,-1.0799406,0.052899867,0.7174264,0.047276482,-0.3773484
03118.png,-0.4657729,-0.764508,0.3520756,-0.5602684,0.6229443,-0.41808692,1.0619054,-1.7466277,0.7372424,0.49357983,-0.27742493,-0.6924159
03119.png,-0.6011859,-1.1329153,-0.010167377,-0.31736392,0.8670177,-0.7044549,0.4589967,-0.75362337,0.30884838,0.028151132,-0.32807478,-0.40675375
03120.png,0.7735264,0.34353125,0.28742844,0.13226649,0.10294807,0.07888328,-0.43194252,0.5795351,0.018426003,-0.09508576,-0.21771193,0.3962081
03121.png,-0.94162613,-0.18052363,-0.15053232,-0.7999202,0.022540558,-0.9404616,-0.41761908,-0.7018684,-0.024103923,0.47633514,-0.32175878,-0.80045444
03122.png,0.5454099,0.5929939,0.4698023,-0.211529,0.3015794,0.3911125,-0.51946676,0.73602754,-0.07784143,-0.08632461,-0.25886026,0.64984673
03123.png,0.8375862,-0.15109532,0.24567471,0.80891895,0.8015123,-0.4289305,0.60136425,0.72860986,-0.01674324,-0.7397409,0.23812945,-0.45833233
03124.png,-0.7623297,-0.90024465,0.18375957,-0.13880199,0.9074155,-0.9151013,0.6405344,-0.96467227,0.48112795,0.09921328,-0.35289982,-0.23077194
03125.png,0.72752595,0.007587677,0.1698424,0.026460066,0.34681693,-0.32561588,-0.053896524,-0.41375872,0.15997446,-0.29603332,-0.54702723,0.9285148
03126.png,0.6920837,0.5571104,0.07335962,0.085775435,-0.04626433,0.4920313,-0.15888065,0.6767621,-0.16460413,-0.0599707,0.3822323,0.47676885
03127.png,0.18409689,-0.65686923,0.00071362965,-0.45346478,0.5864547,-0.16445197,-0.16078681,0.56237906,-0.2945714,0.30121478,-0.27251074,-0.33989525
03128.png,-0.73060805,-0.7807747,-0.21940961,-0.60003483,0.35031134,-0.31433392,0.38447803,-0.9518708,0.49072042,0.5112703,-0.38265648,-0.18266523
03129.png,-0.58567125,0.118921034,-0.37959698,0.032021433,-0.8987147,0.114982866,-0.3285447,0.027324937,-0.1973437,0.34573984,0.18462755,-0.57477444
03130.png,0.75045335,0.24124166,0.17583625,-0.07579917,0.10612695,0.29866976,-0.031376936,0.39863634,0.011080952,-0.45284122,-0.19548479,-0.056333214
03131.png,0.7413115,0.036772512,-0.003848182,-0.0043411106,-0.11825004,-0.07088321,0.12077538,0.5958791,0.2948588,-0.42406854,0.2124531,0.023967398
03132.png,0.53859556,0.10076059,0.17595829,-0.28445527,0.10315569,0.03506147,-0.24531251,0.18112242,0.13998918,-0.13551706,-0.021833966,0.36802134
03133.png,-0.15892093,-0.8005391,-0.15362455,0.31632933,-0.14524268,-0.5605442,0.27874565,-0.42974237,0.8375716,0.13686402,0.15022327,-0.42850086
03134.png,0.8287798,0.36633307,0.30004337,-0.007808484,0.09737562,-0.020398865,-0.26124078,0.4875784,0.04553394,-0.35551083,-0.35610408,0.4841132
03135.png,0.27845928,-0.31881842,-0.31465933,0.23513624,0.9882906,-0.6645536,0.61237305,-0.92191243,-0.11649223,0.15108886,-0.64911354,-0.38242844
03136.png,-0.28982195,-0.59994537,0.110338464,0.6817577,0.77207536,-0.6129565,0.76824325,-0.2738292,0.6045107,-0.8008566,0.3734627,0.08700235
03137.png,-0.58056456,-0.28137103,-0.5971459,0.13281532,-0.08620636,-0.6904631,0.2301133,-0.19312668,-0.09490779,0.24899238,-0.17620672,-0.4840357
03138.png,-0.9089871,-0.114557244,0.13806729,0.012912087,0.079089776,0.14814366,0.33672306,-0.23843056,0.27899763,0.12054431,0.20697391,-0.3809839
03139.png,0.75333506,0.17487794,0.305409,0.26731962,0.16308117,0.11686044,-0.22488469,0.56523395,-0.18978521,-0.58817524,0.19759992,0.82368267
03140.png,-1.2055261,-0.8801412,0.11483027,-0.669425,0.4485183,-0.44088754,0.1640369,-1.0881613,0.17315409,1.0586973,-0.2574568,-0.5261828
03141.png,0.5807572,0.28337,0.21138765,0.09609383,0.40224615,0.2592791,-0.2635373,0.71368045,-0.25566462,-0.15303347,0.23195589,0.8137819
03142.png,0.85669744,1.0077827,0.02707298,0.38417032,-0.4381018,0.42788962,-0.6326189,1.2480345,-0.3783445,-0.6559591,-0.0440771,0.51803726
03143.png,0.02492151,-0.34004185,0.042701825,-0.67257285,0.2217846,-0.48963702,-0.34216672,-0.16078374,0.5941525,0.9433682,-1.268351,-0.20205839
03144.png,0.7410572,0.40023875,0.28202966,0.34889105,-0.3919526,-0.03258077,-0.25995445,0.68531436,-0.2279805,-0.52590936,-0.14282799,0.55072397
03145.png,0.40111285,-0.5934309,0.22849806,1.0522115,0.8781338,-1.0858094,0.13613656,0.20282397,0.0051950533,0.07532438,0.4678141,-0.22061048
03146.png,-1.0388362,-0.3582078,0.13042681,-0.16447675,0.08355443,-0.18529974,0.49514884,-0.7755836,-0.20880204,0.5366301,0.26093027,-0.15752684
03147.png,0.72384894,-0.04757435,0.16454214,0.18293488,0.92653924,-0.24148844,-0.4572506,0.24009824,-0.2738514,-0.07338279,-0.6370611,0.3778037
03148.png,0.5810747,0.17950483,0.44873255,0.10492143,0.7684799,-0.41090682,0.08826763,0.06085568,0.06717793,-0.40632582,-0.27743587,0.4549668
03149.png,0.7618866,0.69420624,0.26956108,0.406597,-0.2920696,-0.09935611,-0.1607801,0.6113919,0.16706067,-0.092251964,-0.3942432,0.50198877
03150.png,0.4326223,0.08664616,0.4818057,-0.074840456,0.3606865,0.9383426,-0.24593699,0.5672964,-0.34805515,-0.38231832,0.067477405,0.6564036
03151.png,-0.1503452,0.12720631,-0.007493155,-1.0101374,-0.5746729,-0.049573757,-0.025123827,0.09885236,0.56541127,1.0540195,-0.7986309,0.055168852
03152.png,-0.26180425,-1.3316029,0.81124157,-1.1268431,1.2798604,-0.24805243,0.96201724,-1.5208825,0.5467233,1.0880313,-0.59712267,-0.69649607
03153.png,0.735258,0.29159033,0.24275106,0.1418077,0.27705178,0.06648173,-0.28693593,0.48594117,0.061362565,-0.46316504,-0.31442958,0.44663265
03154.png,-0.12160603,0.24205382,-0.2872311,-0.0905913,-0.6987075,0.17226078,-0.04666116,0.2918467,-0.22422415,0.74136055,0.31294078,-0.5445152
03155.png,0.17766191,-0.22409822,-0.37740928,1.1112852,-0.080288604,-0.93427265,0.15992796,0.09881676,-0.10930112,-0.7112527,-0.33902112,0.23555617
03156.png,1.1136067,1.1499255,-0.051438168,1.070601,-0.3676792,0.48562506,-0.07726627,1.3679754,-0.18690005,-1.1054167,0.28144115,0.23280346
03157.png,0.7725421,0.72644985,0.11873166,0.42855957,-0.3250334,0.70711994,-1.0058801,1.0796422,-0.34517494,-0.41089126,0.04615643,0.29208133
03158.png,0.65457535,-0.03867192,-0.6555897,1.1746756,-0.26817498,-0.086234994,0.4223655,0.49058306,0.6696268,-0.87716717,-0.2587822,0.23583943
03159.png,-0.57711536,-0.52299035,0.35397854,-1.261964,0.573336,0.8061488,-0.4618178,0.7417681,-0.32252523,0.27460432,-0.58042055,0.25336766
03160.png,-0.7440596,-0.4697441,-0.10275002,-0.071064636,0.040102173,-0.4224753,0.5991555,-0.6996549,0.21734768,0.048785903,-0.05843696,-0.44709167
03161.png,-0.4115791,-0.54905677,-0.2508838,-0.06109333,0.18539378,-0.18529324,0.51884365,-0.62589437,-0.017075209,0.2325926,-0.124529205,-0.62656933
03162.png,-0.68125004,-0.4106546,-0.20706086,-0.09973273,0.12830926,-0.37436348,0.53012437,-0.6277129,0.26042345,0.2947358,-0.03925132,-0.3882838
03163.png,0.28716594,0.65282184,0.806708,-0.6651473,-0.20734912,0.07703265,-0.4915492,0.59029734,0.08840054,-0.03281235,-0.24405396,0.20122801
03164.png,-0.68131644,-0.39979276,-0.13665272,-0.110759705,0.25045472,-0.537102,0.34715122,-0.66529167,0.0046235193,0.25573343,-0.011550406,-0.5017856
03165.png,-0.1865158,-0.84445226,0.54260087,-0.6540408,1.4984149,-0.5654013,0.18359604,-0.81437665,0.34900066,0.27113456,-0.7595123,0.13041785
03166.png,1.0720297,0.49528056,-0.30879208,0.55029845,0.044467453,-0.16781329,0.09676104,0.89524114,0.017226906,-1.0070333,0.32140437,0.42999157
